"filename", "language", "Python", "Shell Script", "Markdown", "pip requirements", "toml", "HTML", "JavaScript", "CSS", "Batch", "PowerShell", "Properties", "TSV", "XML", "comment", "blank", "total"
"c:\Users\hondak\projects\cline-test-app\attendance_env\Lib\site-packages\django\conf\global_settings.py", "Python", 303, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 257, 122, 682
"c:\Users\hondak\projects\cline-test-app\attendance_env\Lib\site-packages\django\conf\locale\__init__.py", "Python", 621, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 624
"c:\Users\hondak\projects\cline-test-app\attendance_env\Lib\site-packages\django\conf\locale\ar\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\hondak\projects\cline-test-app\attendance_env\Lib\site-packages\django\conf\locale\ar\formats.py", "Python", 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 2, 22
"c:\Users\hondak\projects\cline-test-app\attendance_env\Lib\site-packages\django\conf\locale\ar_DZ\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\hondak\projects\cline-test-app\attendance_env\Lib\site-packages\django\conf\locale\ar_DZ\formats.py", "Python", 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 2, 30
"c:\Users\hondak\projects\cline-test-app\attendance_env\Lib\site-packages\django\conf\locale\az\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\hondak\projects\cline-test-app\attendance_env\Lib\site-packages\django\conf\locale\az\formats.py", "Python", 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 2, 31
"c:\Users\hondak\projects\cline-test-app\attendance_env\Lib\site-packages\django\conf\locale\bg\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\hondak\projects\cline-test-app\attendance_env\Lib\site-packages\django\conf\locale\bg\formats.py", "Python", 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 2, 22
"c:\Users\hondak\projects\cline-test-app\attendance_env\Lib\site-packages\django\conf\locale\bn\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\hondak\projects\cline-test-app\attendance_env\Lib\site-packages\django\conf\locale\bn\formats.py", "Python", 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 2, 33
"c:\Users\hondak\projects\cline-test-app\attendance_env\Lib\site-packages\django\conf\locale\bs\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\hondak\projects\cline-test-app\attendance_env\Lib\site-packages\django\conf\locale\bs\formats.py", "Python", 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 2, 22
"c:\Users\hondak\projects\cline-test-app\attendance_env\Lib\site-packages\django\conf\locale\ca\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\hondak\projects\cline-test-app\attendance_env\Lib\site-packages\django\conf\locale\ca\formats.py", "Python", 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 2, 31
"c:\Users\hondak\projects\cline-test-app\attendance_env\Lib\site-packages\django\conf\locale\ckb\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\hondak\projects\cline-test-app\attendance_env\Lib\site-packages\django\conf\locale\ckb\formats.py", "Python", 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 2, 22
"c:\Users\hondak\projects\cline-test-app\attendance_env\Lib\site-packages\django\conf\locale\cs\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\hondak\projects\cline-test-app\attendance_env\Lib\site-packages\django\conf\locale\cs\formats.py", "Python", 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 2, 44
"c:\Users\hondak\projects\cline-test-app\attendance_env\Lib\site-packages\django\conf\locale\cy\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\hondak\projects\cline-test-app\attendance_env\Lib\site-packages\django\conf\locale\cy\formats.py", "Python", 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 2, 34
"c:\Users\hondak\projects\cline-test-app\attendance_env\Lib\site-packages\django\conf\locale\da\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\hondak\projects\cline-test-app\attendance_env\Lib\site-packages\django\conf\locale\da\formats.py", "Python", 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 2, 27
"c:\Users\hondak\projects\cline-test-app\attendance_env\Lib\site-packages\django\conf\locale\de\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\hondak\projects\cline-test-app\attendance_env\Lib\site-packages\django\conf\locale\de\formats.py", "Python", 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 2, 30
"c:\Users\hondak\projects\cline-test-app\attendance_env\Lib\site-packages\django\conf\locale\de_CH\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\hondak\projects\cline-test-app\attendance_env\Lib\site-packages\django\conf\locale\de_CH\formats.py", "Python", 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 3, 36
"c:\Users\hondak\projects\cline-test-app\attendance_env\Lib\site-packages\django\conf\locale\el\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\hondak\projects\cline-test-app\attendance_env\Lib\site-packages\django\conf\locale\el\formats.py", "Python", 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 2, 35
